ProductID,ProductName,ProductDescription,ProductGroupID,Price,StockQuantity,Manufacturer,SupplierID,WarrantyPeriod,SKU,Dimensions,Weight,Color,ReleaseDate,CreatedAt,UpdatedAt
121,"Smart Water Filter DN","Smart water filter pitcher with filter life indicator and BPA-free materials.",23,39,1000,"KitchenTech","37",12,"SKU121","10x6x10 inches",1.0,"Blue","2033-01-15","2024-06-23 12:00:00","2024-06-23 12:00:00"
122,"Smart Bike Light DO","Rechargeable bike light with brightness adjustment and strobe mode.",61,19,2000,"OutdoorTech","58",12,"SKU122","4x2x1 inches",0.2,"Red","2033-02-20","2024-06-23 12:15:00","2024-06-23 12:15:00"
123,"Smart Pet Feeder DP","Automatic pet feeder with portion control and WiFi connectivity.",45,79,500,"PetTech","34",12,"SKU123","12x8x8 inches",3.0,"White","2033-03-25","2024-06-23 12:30:00","2024-06-23 12:30:00"
124,"Smart Air Conditioner DQ","WiFi-enabled air conditioner with remote control and energy-saving mode.",13,399,500,"HomeTech","30",24,"SKU124","24x24x8 inches",30.0,"White","2033-04-30","2024-06-23 12:45:00","2024-06-23 12:45:00"
125,"Smart Garden Hose DR","Smart garden hose with app-controlled watering schedules and weather sensors.",43,49,1500,"GardenTech","29",12,"SKU125","50x50x10 inches",2.0,"Green","2033-05-15","2024-06-23 13:00:00","2024-06-23 13:00:00"
126,"Smart Picture Frame DS","Digital photo frame with cloud storage integration and motion sensor.",50,89,1000,"HomeTech","30",24,"SKU126","14x12x2 inches",1.5,"Black","2033-06-20","2024-06-23 13:15:00","2024-06-23 13:15:00"
127,"Smart Light Switch DT","WiFi-enabled smart light switch with voice control and scheduling.",71,29,3000,"HomeTech","30",12,"SKU127","5x3x1 inches",0.2,"White","2033-07-25","2024-06-23 13:30:00","2024-06-23 13:30:00"
128,"Smart Vacuum Cleaner DU","Robot vacuum cleaner with mapping technology and automatic recharging.",29,299,800,"HomeTech","30",24,"SKU128","12x12x3 inches",5.0,"Silver","2033-08-30","2024-06-23 13:45:00","2024-06-23 13:45:00"
129,"Smart Pet Camera DV","Pet camera with treat dispenser and two-way audio communication.",72,99,1000,"PetTech","34",12,"SKU129","6x6x6 inches",1.0,"White","2033-09-15","2024-06-23 14:00:00","2024-06-23 14:00:00"
130,"Smart Humidifier DW","Cool mist humidifier with adjustable humidity levels and essential oil tray.",73,49,2000,"HomeTech","30",12,"SKU130","10x8x8 inches",2.0,"Gray","2033-10-20","2024-06-23 14:15:00","2024-06-23 14:15:00"
131,"Smart Fan DX","WiFi-enabled oscillating fan with remote control and timer settings.",74,79,1500,"HomeTech","30",24,"SKU131","20x18x6 inches",3.0,"Black","2033-11-25","2024-06-23 14:30:00","2024-06-23 14:30:00"
132,"Smart Alarm Clock DY","Voice-controlled alarm clock with weather forecast and bedside lamp.",75,39,3000,"HomeTech","30",12,"SKU132","8x6x3 inches",1.0,"White","2033-12-30","2024-06-23 14:45:00","2024-06-23 14:45:00"
133,"Smart Water Bottle DZ","Insulated water bottle with temperature display and hydration reminders.",54,19,5000,"HealthTech","12",12,"SKU133","10x3x3 inches",0.3,"Green","2034-01-15","2024-06-23 15:00:00","2024-06-23 15:00:00"
134,"Smart Desk Lamp EA","LED desk lamp with USB charging port and adjustable brightness levels.",37,29,2000,"LightTech","39",12,"SKU134","8x6x16 inches",1.5,"Black","2034-02-20","2024-06-23 15:15:00","2024-06-23 15:15:00"
135,"Smart Doorbell EB","Video doorbell with motion detection and WiFi connectivity.",14,129,1000,"HomeTech","30",24,"SKU135","5x3x1 inches",0.4,"Silver","2034-03-25","2024-06-23 15:30:00","2024-06-23 15:30:00"
136,"Smart LED Strip EC","Color-changing LED light strip with remote control and music sync capabilities.",66,49,1500,"LightTech","39",12,"SKU136","120x1x0.2 inches",0.3,"RGB","2034-04-30","2024-06-23 15:45:00","2024-06-23 15:45:00"
137,"Smart Security Camera ED","Outdoor security camera with 4K resolution and night vision.",31,199,500,"SecureTech","16",24,"SKU137","6x4x4 inches",1.0,"Black","2034-05-15","2024-06-23 16:00:00","2024-06-23 16:00:00"
138,"Smart Speaker EE","Wireless smart speaker with virtual assistant and multi-room audio.",41,99,2000,"AudioTech","4",12,"SKU138","8x6x6 inches",2.0,"White","2034-06-20","2024-06-23 16:15:00","2024-06-23 16:15:00"
139,"Smart Watch EF","Touchscreen smartwatch with fitness tracking and sleep monitoring.",67,149,800,"Wearables Inc.","2",12,"SKU139","2x2x0.5 inches",0.1,"Black","2034-07-25","2024-06-23 16:30:00","2024-06-23 16:30:00"
140,"Smart Backpack EG","Modern backpack with anti-theft features and USB charging port.",48,59,1000,"GearTech","22",12,"SKU140","18x12x6 inches",1.5,"Gray","2034-08-30","2024-06-23 16:45:00","2024-06-23 16:45:00"
141,"Smart Air Purifier EH","HEPA air purifier with smart mode and air quality sensor.",12,199,500,"HomeTech","30",24,"SKU141","10x10x20 inches",5.0,"White","2034-09-15","2024-06-23 17:00:00","2024-06-23 17:00:00"
142,"Smart Scale EI","Bluetooth body weight scale with BMI calculation and user profiles.",46,49,2000,"HealthTech","12",12,"SKU142","12x12x1 inches",1.0,"White","2034-10-20","2024-06-23 17:15:00","2024-06-23 17:15:00"
143,"Smart Coffee Maker EJ","Programmable coffee maker with brew strength settings and 12-cup capacity.",40,79,1000,"KitchenTech","37",12,"SKU143","10x8x14 inches",3.0,"Black","2034-11-25","2024-06-23 17:30:00","2024-06-23 17:30:00"
144,"Smart Backpack EK","Versatile backpack with laptop compartment and water-resistant material.",48,39,1500,"GearTech","22",12,"SKU144","16x12x6 inches",1.0,"Blue","2034-12-30","2024-06-23 17:45:00","2024-06-23 17:45:00"
145,"Smart Watch EL","Fitness tracker smartwatch with heart rate monitor and sleep analysis.",67,129,1000,"Wearables Inc.","2",12,"SKU145","2x2x0.5 inches",0.1,"Black","2035-01-15","2024-06-23 18:00:00","2024-06-23 18:00:00"
146,"Smart Garden EM","Indoor garden with LED grow lights and automatic watering system.",43,149,500,"GardenTech","29",12,"SKU146","20x16x8 inches",4.0,"White","2035-02-20","2024-06-23 18:15:00","2024-06-23 18:15:00"
147,"Smart Rice Cooker EN","WiFi-enabled rice cooker with multiple cooking modes and keep-warm function.",49,99,800,"KitchenTech","37",12,"SKU147","10x10x10 inches",5.0,"Silver","2035-03-25","2024-06-23 18:30:00","2024-06-23 18:30:00"
148,"Smart Pet Tracker EO","GPS pet tracker with activity monitoring and waterproof design.",69,49,1000,"PetTech","34",12,"SKU148","2x1x0.5 inches",0.1,"Blue","2035-04-30","2024-06-23 18:45:00","2024-06-23 18:45:00"
149,"Smart Speaker EP","Voice-controlled smart speaker with Bluetooth connectivity and virtual assistant.",41,79,1500,"AudioTech","4",12,"SKU149","6x6x6 inches",1.5,"Black","2035-05-15","2024-06-23 19:00:00","2024-06-23 19:00:00"
150,"Smart Toothbrush EQ","Electric toothbrush with multiple brushing modes and timer.",63,29,2000,"HealthTech","12",12,"SKU150","8x1x1 inches",0.2,"White","2035-06-20","2024-06-23 19:15:00","2024-06-23 19:15:00"
151,"Smart TV ER","4K UHD smart TV with HDR and voice remote control.",5,699,300,"MediaTech","15",24,"SKU151","55x30x5 inches",40.0,"Black","2035-07-25","2024-06-23 19:30:00","2024-06-23 19:30:00"
152,"Smart Air Fryer ES","Digital air fryer with preset cooking programs and non-stick basket.",47,129,800,"KitchenTech","37",12,"SKU152","12x12x14 inches",10.0,"Black","2035-08-30","2024-06-23 19:45:00","2024-06-23 19:45:00"
153,"Smart Door Lock ET","WiFi-enabled smart door lock with keyless entry and smartphone control.",43,179,500,"SecureTech","16",24,"SKU153","6x3x1 inches",0.5,"Silver","2035-09-15","2024-06-23 20:00:00","2024-06-23 20:00:00"
154,"Smart Bike EU","Electric bike with pedal assist and removable battery.",62,999,200,"OutdoorTech","58",24,"SKU154","72x24x40 inches",25.0,"Red","2035-10-20","2024-06-23 20:15:00","2024-06-23 20:15:00"
155,"Smart Blender EV","High-performance blender with variable speed control and stainless steel blades.",39,89,1000,"KitchenTech","37",12,"SKU155","8x8x16 inches",3.0,"Silver","2035-11-25","2024-06-23 20:30:00","2024-06-23 20:30:00"
156,"Smart Thermostat EW","WiFi thermostat with energy-saving mode and smart scheduling.",6,99,800,"ClimateTech","18",12,"SKU156","4x4x1 inches",0.5,"White","2035-12-30","2024-06-23 20:45:00","2024-06-23 20:45:00"
157,"Smart Picture Frame EX","Digital photo frame with touchscreen display and cloud photo storage.",50,129,500,"HomeTech","30",12,"SKU157","12x10x2 inches",2.0,"Black","2036-01-15","2024-06-23 21:00:00","2024-06-23 21:00:00"
158,"Smart Vacuum Cleaner EY","Robotic vacuum cleaner with mapping technology and automatic docking.",29,299,800,"HomeTech","30",24,"SKU158","14x14x4 inches",6.0,"White","2036-02-20","2024-06-23 21:15:00","2024-06-23 21:15:00"
159,"Smart Coffee Mug EZ","Temperature-controlled coffee mug with LCD display and app control.",68,39,1500,"KitchenTech","37",12,"SKU159","4x4x6 inches",0.3,"Silver","2036-03-25","2024-06-23 21:30:00","2024-06-23 21:30:00"
160,"Smart Pen FA","Digital smart pen with handwriting recognition and stylus functionality.",52,49,2000,"OfficeTech","38",12,"SKU160","6x0.5x0.5 inches",0.1,"Black","2036-04-30","2024-06-23 21:45:00","2024-06-23 21:45:00"
161,"Smart Monitor FB","Curved gaming monitor with QHD resolution and 144Hz refresh rate.",7,399,500,"TechGear","15",24,"SKU161","32x18x8 inches",10.0,"Black","2036-05-15","2024-06-23 22:00:00","2024-06-23 22:00:00"
162,"Smart Robot FC","AI-powered robot assistant with voice recognition and task automation.",30,599,200,"HomeTech","30",24,"SKU162","14x14x24 inches",15.0,"White","2036-06-20","2024-06-23 22:15:00","2024-06-23 22:15:00"
163,"Smart Backpack FD","Smart backpack with built-in solar panel and USB charging port.",48,79,1000,"GearTech","22",12,"SKU163","20x12x8 inches",2.5,"Green","2036-07-25","2024-06-23 22:30:00","2024-06-23 22:30:00"
164,"Smart Plant Pot FE","Self-watering plant pot with moisture sensor and LED grow light.",44,29,1500,"GardenTech","29",12,"SKU164","10x10x12 inches",1.0,"Terracotta","2036-08-30","2024-06-23 22:45:00","2024-06-23 22:45:00"
165,"Smart Lock FF","Keyless entry smart lock with fingerprint recognition and WiFi connectivity.",14,199,800,"SecureTech","16",24,"SKU165","6x3x1 inches",0.5,"Silver","2036-09-15","2024-06-23 23:00:00","2024-06-23 23:00:00"
166,"Smart Pillow FG","Memory foam pillow with cooling gel and adjustable loft.",55,49,2000,"HomeTech","30",12,"SKU166","24x16x6 inches",3.0,"White","2036-10-20","2024-06-23 23:15:00","2024-06-23 23:15:00"
167,"Smart Drone FH","Camera drone with 4K video recording and GPS navigation.",64,299,500,"OutdoorTech","58",24,"SKU167","14x14x4 inches",2.0,"Black","2036-11-25","2024-06-23 23:30:00","2024-06-23 23:30:00"
168,"Smart Water Bottle FI","Insulated stainless steel water bottle with UV-C sterilization.",54,39,1000,"HealthTech","12",12,"SKU168","10x3x3 inches",0.5,"Stainless Steel","2036-12-30","2024-06-23 23:45:00","2024-06-23 23:45:00"
169,"Smart Mirror FJ","Interactive smart mirror with touchscreen display and weather updates.",53,199,800,"HomeTech","30",12,"SKU169","24x36x1 inches",10.0,"Black","2037-01-15","2024-06-24 00:00:00","2024-06-24 00:00:00"
170,"Smart Kitchen Scale FK","Digital kitchen scale with nutritional analysis and recipe scaling.",46,29,1500,"KitchenTech","37",12,"SKU170","10x10x1 inches",1.0,"Silver","2037-02-20","2024-06-24 00:15:00","2024-06-24 00:15:00"
171,"Smart Headphones FL","Wireless headphones with noise cancellation and touch controls.",42,149,1000,"AudioTech","4",12,"SKU171","8x6x3 inches",0.5,"Black","2037-03-25","2024-06-24 00:30:00","2024-06-24 00:30:00"
172,"Smart Bike Helmet FM","Helmet with integrated Bluetooth speaker and LED safety lights.",62,79,800,"OutdoorTech","58",12,"SKU172","12x10x8 inches",1.5,"White","2037-04-30","2024-06-24 00:45:00","2024-06-24 00:45:00"
173,"Smart Thermostat FN","WiFi thermostat with energy usage reports and compatibility with smart home systems.",6,79,1500,"ClimateTech","18",12,"SKU173","4x4x1 inches",0.5,"White","2037-05-15","2024-06-24 01:00:00","2024-06-24 01:00:00"
174,"Smart Video Doorbell FO","Video doorbell with facial recognition and two-way audio.",14,129,500,"SecureTech","16",24,"SKU174","5x3x1 inches",0.4,"Silver","2037-06-20","2024-06-24 01:15:00","2024-06-24 01:15:00"
175,"Smart Garage Opener FP","WiFi-enabled garage door opener with smartphone control and voice commands.",57,149,1000,"HomeTech","30",24,"SKU175","12x8x4 inches",3.0,"White","2037-07-25","2024-06-24 01:30:00","2024-06-24 01:30:00"
176,"Smart Plant Monitor FQ","Plant sensor with soil moisture and light intensity measurement.",44,19,2000,"GardenTech","29",12,"SKU176","4x4x6 inches",0.5,"Green","2037-08-30","2024-06-24 01:45:00","2024-06-24 01:45:00"
177,"Smart Desk FR","Height-adjustable desk with built-in USB charging ports and memory presets.",37,299,800,"OfficeTech","38",24,"SKU177","60x30x30 inches",50.0,"Black","2037-09-15","2024-06-24 02:00:00","2024-06-24 02:00:00"
178,"Smart Pet Feeder FS","Automatic pet feeder with portion control and camera for remote monitoring.",45,89,1000,"PetTech","34",12,"SKU178","12x8x8 inches",3.0,"White","2037-10-20","2024-06-24 02:15:00","2024-06-24 02:15:00"
179,"Smart Doorbell FT","WiFi video doorbell with motion detection and infrared night vision.",14,99,2000,"SecureTech","16",12,"SKU179","5x3x1 inches",0.4,"Black","2037-11-25","2024-06-24 02:30:00","2024-06-24 02:30:00"
180,"Smart Bedside Lamp FU","Touch-sensitive bedside lamp with RGB color options and app control.",36,39,1500,"LightTech","39",12,"SKU180","6x6x12 inches",1.0,"White","2037-12-30","2024-06-24 02:45:00","2024-06-24 02:45:00"
181,"Smart Backpack FV","Anti-theft backpack with USB charging port and water-resistant material.",48,49,1000,"GearTech","22",12,"SKU181","18x12x7 inches",1.5,"Gray","2038-01-15","2024-06-24 03:00:00","2024-06-24 03:00:00"
182,"Smart Mirror FW","LED-lit smart mirror with touchscreen controls and built-in speakers.",53,249,500,"HomeTech","30",24,"SKU182","36x24x2 inches",15.0,"Silver","2038-02-20","2024-06-24 03:15:00","2024-06-24 03:15:00"
183,"Smart Car Charger FX","Dual USB car charger with Quick Charge 3.0 technology and LED indicator.",71,19,2000,"AutoTech","65",12,"SKU183","2x1x1 inches",0.1,"Black","2038-03-25","2024-06-24 03:30:00","2024-06-24 03:30:00"
184,"Smart Air Purifier FY","Portable air purifier with HEPA filter and quiet operation.",12,89,800,"HomeTech","30",12,"SKU184","8x8x12 inches",3.0,"White","2038-04-30","2024-06-24 03:45:00","2024-06-24 03:45:00"
185,"Smart Drone FZ","Mini drone with HD camera and altitude hold mode for stable flight.",64,79,500,"OutdoorTech","58",12,"SKU185","10x10x2 inches",0.5,"Black","2038-05-15","2024-06-24 04:00:00","2024-06-24 04:00:00"
186,"Smart Glasses GA","Augmented reality glasses with voice command interface and HD display.",70,399,200,"Wearables Inc.","2",24,"SKU186","6x2x2 inches",0.2,"Black","2038-06-20","2024-06-24 04:15:00","2024-06-24 04:15:00"
187,"Smart Light Bulb GB","WiFi-enabled LED light bulb with color-changing options and scheduling.",35,29,1500,"LightTech","39",12,"SKU187","4x2x2 inches",0.1,"White","2038-07-25","2024-06-24 04:30:00","2024-06-24 04:30:00"
188,"Smart Security Camera GC","Outdoor security camera with 1080p resolution and motion detection alerts.",61,129,1000,"SecureTech","16",24,"SKU188","6x3x3 inches",0.5,"Black","2038-08-30","2024-06-24 04:45:00","2024-06-24 04:45:00"
189,"Smart Sous Vide Cooker GD","Precision sous vide cooker with WiFi connectivity and smartphone app control.",41,99,800,"KitchenTech","37",12,"SKU189","16x6x6 inches",4.0,"Silver","2038-09-15","2024-06-24 05:00:00","2024-06-24 05:00:00"
190,"Smart Backpack GE","Waterproof backpack with laptop compartment and reflective accents.",48,59,1000,"GearTech","22",12,"SKU190","20x15x8 inches",2.0,"Black","2038-10-20","2024-06-24 05:15:00","2024-06-24 05:15:00"
191,"Smart Pet Fountain GF","Automatic pet water fountain with quiet pump and LED indicator.",45,39,2000,"PetTech","34",12,"SKU191","8x8x6 inches",1.0,"White","2038-11-25","2024-06-24 05:30:00","2024-06-24 05:30:00"
192,"Smart Sleep Tracker GG","Wearable sleep tracker with heart rate monitoring and sleep stage analysis.",66,79,500,"HealthTech","12",12,"SKU192","2x1x0.5 inches",0.1,"Black","2038-12-30","2024-06-24 05:45:00","2024-06-24 05:45:00"
193,"Smart Doorbell GH","Wireless video doorbell with 2-way audio and cloud storage options.",14,129,800,"SecureTech","16",24,"SKU193","5x3x1 inches",0.4,"White","2039-01-15","2024-06-24 06:00:00","2024-06-24 06:00:00"
194,"Smart Air Fryer GI","Compact air fryer with rapid air circulation technology and non-stick coating.",47,79,1000,"KitchenTech","37",12,"SKU194","10x10x12 inches",5.0,"Black","2039-02-20","2024-06-24 06:15:00","2024-06-24 06:15:00"
195,"Smart Jump Rope GJ","Bluetooth-enabled jump rope with calorie counter and adjustable length.",59,19,2000,"FitnessTech","67",12,"SKU195","10x1x1 inches",0.3,"Blue","2039-03-25","2024-06-24 06:30:00","2024-06-24 06:30:00"
196,"Smart Backpack GK","Tech backpack with USB charging port and RFID-blocking pocket.",48,69,1500,"GearTech","22",12,"SKU196","18x12x6 inches",2.0,"Gray","2039-04-30","2024-06-24 06:45:00","2024-06-24 06:45:00"
197,"Smart Wallet GL","RFID-blocking smart wallet with GPS tracking and carbon fiber material.",56,49,1000,"TechGear","15",12,"SKU197","4x3x0.5 inches",0.1,"Black","2039-05-15","2024-06-24 07:00:00","2024-06-24 07:00:00"
198,"Smart Car FM Transmitter GM","Bluetooth car FM transmitter with dual USB ports and hands-free calling.",71,24,2000,"AutoTech","65",12,"SKU198","3x2x1 inches",0.1,"Black","2039-06-20","2024-06-24 07:15:00","2024-06-24 07:15:00"
199,"Smart Toothbrush GN","Sonic toothbrush with UV sanitizer and 5 brushing modes.",63,39,800,"HealthTech","12",12,"SKU199","8x1x1 inches",0.2,"White","2039-07-25","2024-06-24 07:30:00","2024-06-24 07:30:00"
200,"Smart Desk Lamp GO","LED desk lamp with adjustable brightness and touch-sensitive controls.",36,29,1500,"LightTech","39",12,"SKU200","6x6x18 inches",2.0,"Silver","2039-08-30","2024-06-24 07:45:00","2024-06-24 07:45:00"
